NGC3690 11h28m31.326s 58d33m41.8s 10 0.045 0.001 Brown_Walker_2020
NGC383 1h07m24.9587s 32d24m45.214s 14 0.162 0.007 Brown_Walker_2020
NGC3953 11h53m49.0088s 52d19m36.4738s 15 0.079 0.015 Brown_Walker_2020
NGC4038 12h01m53.002s -18d52m03.32s 15 0.113 0.007 Brown_Walker_2020
NGC4080 12h04m51.804s 26d59m33.43s 12 0.055 0.002 Brown_Walker_2020
NGC4214 12h15m39.174s 36d19m36.8s 10 0.057 0.005 Brown_Walker_2020
NGC4303 12h21m54.9275s 4d28m25.5883s 15 0.051 0.003 Brown_Walker_2020
NGC4569 12h36m49.816s 13d09m46.33s 7 0.125 0.008 Brown_Walker_2020
NGC4594 12h39m59.4319s -11d37m22.9954s 10 0.13 0.005 Brown_Walker_2020
NGC4631 12h42m08.009s 32d32m29.44s 10 0.046 0.003 Brown_Walker_2020
NGC4736 12h50m53.148s 41d07m12.55s 15 0.039 0.006 Brown_Walker_2020
NGC5055 13h15m49.2739s 42d01m45.7261s 15 0.0415 0.005 Brown_Walker_2020
NGC5177 13h29m24.269s 11d47m49.55s 5 0.085 0.004 Brown_Walker_2020
NGC5194 13h29m52.698s 47d11m42.93s 20 0.06 0.011 Brown_Walker_2020
NGC5195 13h29m59.59s 47d15m58.06s 20 0.058 0.013 Brown_Walker_2020
NGC5221 13h34m55.909s 13d49m57.14s 10 0.068 0.003 Brown_Walker_2020
NGC5490 14h09m57.33s 17d32m43.53s 10 0.066 0.003 Brown_Walker_2020
NGC613 1h34m18.235s -29d25m06.56s 15 0.046 0.004 Brown_Walker_2020
NGC6166 16h28m38.2444s 39d33m04.2318s 10 0.025 0.002 Brown_Walker_2020
NGC634 1h38m18.679s 35d21m53.47s 10 0.12 0.003 Brown_Walker_2020
NGC6479 17h48m21.5875s 54d08m56.4765s 7 0.103 0.005 Brown_Walker_2020
NGC6822 19h44m56.199s -14d47m51.29s 20 0.551 0.045 Brown_Walker_2020
NGC7187 22h02m44.4954s -32d48m11.439s 10 0.085 0.003 Brown_Walker_2020
NGC7259 22h23m05.5451s -28d57m17.4766s 7 0.045 0.002 Brown_Walker_2020
NGC7371 22h46m03.744s -11d00m04.3327s 7 0.145 0.005 Brown_Walker_2020
NGC7552 23h16m10.767s -42d35m05.39s 12 0.035 0.004 Brown_Walker_2020
NGC7653 23h24m49.3612s 15d16m32.1419s 7 0.177 0.009 Brown_Walker_2020
NGC7793 23h57m49.7534s -32d35m27.7083s 12 0.041 0.004 Brown_Walker_2020
NGC88 0h21m22.132s -48d38m24.28s 20 0.048 0.003 Brown_Walker_2020
NGC918 2h25m50.7911s 18d29m46.3842s 20 0.702 0.049 Brown_Walker_2020
PGC071943 23h37m44.414s -47d30m22.92s 10 0.033 0.003 Brown_Walker_2020
PGC2692384 18h32m24.016s 66d53m43s 15 0.16 0.02 Brown_Walker_2020
PGC29010 10h01m26.5223s 36d40m16.6648s 8 0.18 0.018 Brown_Walker_2020
PGC68345 22h14m03.018s -26d56m15.77s 10 0.033 0.004 Brown_Walker_2020
PGC83768 13h02m35.193s 27d26m21.38s 12 0.057 0.004 Brown_Walker_2020
PGC9204 2h25m28.346s -25d38m16.46s 10 0.025 0.002 Brown_Walker_2020
SDSSJ161609.48+383245.0 16h16m09.485s 38d32m45.09s 7 0.034 0.001 Brown_Walker_2020
UGC09113 14h14m14.762s 35d25m23.83s 15 0.038 0.005 Brown_Walker_2020
UGC09386 14h34m52.7783s 40d44m52.8518s 15 0.047 0.009 Brown_Walker_2020
UGC10064 15h51m13.2752s 25d42m06.784s 13 0.173 0.008 Brown_Walker_2020
UGC10214 16h06m03.94s 55d25m31.33s 5 0.023 0.001 Brown_Walker_2020
UGC10685 17h04m50.999s 12d55m29.64s 10 0.239 0.014 Brown_Walker_2020
UGC11501 19h58m37.031s 2d36m10.62s 10 0.376 0.068 Brown_Walker_2020
UGC11797 21h43m20.1605s 43d34m34.644s 10 1.248 0.1 Brown_Walker_2020
UGC12640 23h30m56.799s 15d29m25.96s 10 0.169 0.008 Brown_Walker_2020
UGC12846 23h55m46.0248s 18d25m33.6036s 10 0.094 0.006 Brown_Walker_2020
UGC12850 23h56m06.16s 29d22m40.44s 10 0.143 0.010 Brown_Walker_2020
UGC2855 3h48m20.731s 70d07m58.37s 7 1.947 0.1 Brown_Walker_2020
UGC402 0h39m18.612s 3d57m08.87s 10 0.067 0.003 Brown_Walker_2020
UGC4179 8h02m05.9609s 0d48m32.742s 5 0.147 0.019 Brown_Walker_2020
UGC5055 9h30m11.7493s 55d51m08.6863s 8 0.086 0.006 Brown_Walker_2020
UGC5378 10h00m31.9918s 4d24m25.6711s 5 0.067 0.005 Brown_Walker_2020
UGC5460 10h08m09.197s 51d50m40.2504s 5 0.022 0.003 Brown_Walker_2020
UGC5623 10h23m48.6038s 33d48m28.7892s 9 0.055 0.006 Brown_Walker_2020
UGC6483 11h29m02.358s 17d13m55.15s 7 0.069 0.003 Brown_Walker_2020
UGC7848 12h40m57.433s 63d31m11.3s 5 0.039 0.001 Brown_Walker_2020
UGC8713 13h47m01.2595s 33d53m36.9528s 10 0.054 0.004 Brown_Walker_2020
